Position x [mm],Position y [mm],Position z [mm]
-1.9,-12.25,-11.54
-1.87,-13.06,-10.91
-2.69,-13.27,-10.93
-2.85,-13.29,-10.82
-2.8,-13.23,-11
-2.84,-12.29,-11.25
-2.02,-12.61,-11.71
-2.52,-13,-11.6
-3.16,-12.89,-10.61
-2.11,-12.32,-10.7
-2.12,-12.06,-11.07
-2.65,-12.25,-10.65
-3.84,-11.92,-11.4
-3.35,-11.56,-11.93
