Position x [mm],Position y [mm],Position z [mm]
0.49,0.35,1.37
0.06,0.13,1.85
-0.3,0.06,1.67
-0.45,0,1.76
-0.24,-0.09,1.43
-0.02,0.27,1.05
0.4,0.19,1.41
0.18,-0.16,1.5
-0.57,0.04,1.55
0.07,0.57,1.58
0.28,0.52,1.31
-0.26,0.5,1.32
-0.16,0.12,0.31
0.28,0.24,0.38
