Position x [mm],Position y [mm],Position z [mm]
-7.18,14.93,-20.14
-7.85,15.68,-19.51
-7.57,16.4,-19.66
-7.5,16.54,-19.71
-7.39,16.48,-19.83
-6.62,15.73,-19.87
-7.37,15.14,-20.25
-7.36,16,-20.39
-6.92,16.6,-19.32
-6.87,15.27,-19.34
-6.79,15,-19.81
-6.48,15.83,-19.33
-5.23,16.28,-20.28
-5.26,15.58,-20.6
