Position x [mm],Position y [mm],Position z [mm]
-0.29,1.05,-0.88
-0.86,0.93,-1.17
-0.9,0.55,-1.28
-1.08,0.53,-1.33
-0.99,0.5,-0.97
-0.42,0.5,-0.67
-0.45,1.01,-0.8
-0.9,0.88,-0.78
-1.07,0.32,-1.21
-0.37,0.77,-1.29
-0.18,0.79,-1.04
-0.39,0.31,-1.19
-0.19,-0.18,-0.21
0.23,0.23,-0.21
