Position x [mm],Position y [mm],Position z [mm]
-5.14,0.32,1.61
-4.72,-0.32,2.45
-4.05,0.07,2.52
-3.88,0.14,2.52
-4.05,0.23,2.46
-4.27,0.34,1.54
-5.09,0.45,1.94
-4.63,0.62,2.35
-3.66,0.03,2.27
-4.82,-0.31,1.68
-4.84,-0.09,1.53
-4.23,-0.16,1.43
-3.52,0.93,1.01
-4.18,1.22,0.85
