Position x [mm],Position y [mm],Position z [mm]
13.36,2.64,9.44
13.57,2.94,8.67
13.16,3.59,8.68
13,3.71,8.61
13.02,3.65,8.81
12.73,2.98,9.19
13.41,2.77,9.43
13.34,3.44,9.33
12.71,3.55,8.54
13.18,2.61,8.78
13.22,2.58,9.16
12.71,2.82,8.72
11.79,3.25,9.48
12.08,2.83,9.94
