Position x [mm],Position y [mm],Position z [mm]
-1.98,-7.06,12.81
-1.83,-7.23,12.35
-1.66,-6.99,12.15
-1.64,-7.02,11.99
-1.42,-6.97,12.28
-1.58,-6.69,12.7
-1.85,-7.12,12.78
-1.49,-7.2,12.59
-1.46,-6.67,12.15
-1.99,-6.85,12.43
-2,-7.01,12.68
-1.83,-6.68,12.37
-0.98,-6.05,13.08
-1.22,-6.22,13.42
