Position x [mm],Position y [mm],Position z [mm]
-8.84,0.23,-1.47
-8.74,0.03,-2.08
-8.36,0,-2.12
-8.28,-0.05,-2.28
-8.24,-0.16,-1.86
-8.3,0.21,-1.45
-8.84,0.17,-1.54
-8.54,-0.22,-1.61
-8.06,0.18,-2.14
-8.58,0.43,-1.95
-8.7,0.42,-1.59
-8.29,0.49,-1.78
-7.73,0.15,-1
-8.16,0.31,-0.79
