Position x [mm],Position y [mm],Position z [mm]
-0.59,-2.58,10.09
-0.1,-2.18,9.58
-0.27,-1.51,9.71
-0.33,-1.42,9.67
-0.34,-1.54,9.76
-0.88,-2.03,9.87
-0.44,-2.46,10.13
-0.38,-1.81,10.09
-0.61,-1.58,9.3
-0.61,-2.33,9.48
-0.84,-2.43,9.7
-0.95,-2.05,9.46
-1.64,-1.46,10.01
-1.69,-1.95,10.38
