Position x [mm],Position y [mm],Position z [mm]
-5.95,13.73,-25.26
-7.03,14.84,-25.03
-6.63,15.42,-24.3
-6.94,15.57,-24
-6.11,15.67,-24.64
-5.23,14.65,-24.47
-6.03,14.13,-25.38
-6.08,15.18,-25.62
-6.33,15.61,-23.61
-6.3,14.13,-24.15
-5.79,13.74,-24.66
-5.54,14.56,-23.75
-3.18,15.18,-24.26
-3.21,14.31,-24.87
