Position x [mm],Position y [mm],Position z [mm]
-1.67,-11.33,-6.73
-1.38,-11.38,-7.62
-0.76,-11.03,-7.5
-0.69,-10.92,-7.52
-0.73,-10.99,-7.34
-1.28,-10.67,-6.9
-1.48,-11.47,-6.79
-0.92,-11.34,-6.9
-0.87,-10.58,-7.54
-1.71,-11.04,-7.38
-1.8,-11.18,-6.98
-1.53,-10.54,-7.25
-0.94,-9.85,-6.44
-1.27,-10.19,-6
