Position x [mm],Position y [mm],Position z [mm]
-11.52,-0.16,-4.25
-12.23,-0.35,-5.75
-12.1,-1.34,-5.96
-12.28,-1.52,-6.4
-12.36,-1.77,-5.28
-11.32,-1.49,-4.53
-11.73,-0.1,-4.62
-12.65,-1.17,-4.7
-11.74,-2.05,-6.08
-11.15,-0.59,-5.54
-11.13,-0.38,-4.65
-10.98,-1.63,-5.31
-10.97,-3.17,-3.21
-10.91,-2.24,-2.53
