Position x [mm],Position y [mm],Position z [mm]
6.5,2.42,7.68
6.66,2.84,7.51
6.35,3.09,7.33
6.39,3.09,7.15
6.22,3.16,7.49
5.99,2.66,7.71
6.5,2.49,7.72
6.48,2.92,7.81
6.07,3,7.15
6.41,2.56,7.3
6.38,2.4,7.52
6.04,2.63,7.29
5.23,2.78,8
5.42,2.41,8.21
