Position x [mm],Position y [mm],Position z [mm]
0.82,-1.63,-0.75
0.56,-2.06,-1.09
0.25,-2.13,-0.9
0.14,-2.21,-1.01
0.11,-1.84,-1
0.36,-1.5,-0.63
0.69,-1.59,-1.02
0.41,-1.69,-1.2
0,-2.17,-0.9
0.63,-2.04,-0.7
0.74,-1.78,-0.59
0.34,-1.96,-0.52
-0.04,-1.05,-0.36
0.37,-0.94,-0.28
