Position x [mm],Position y [mm],Position z [mm]
2.31,-0.26,-0.04
2.67,-0.2,-0.58
2.47,-0.33,-0.84
2.54,-0.35,-1
2.29,-0.16,-0.85
1.93,-0.4,-0.41
2.35,-0.15,-0.18
2.36,0.06,-0.53
2.24,-0.33,-1.05
2.45,-0.64,-0.4
2.34,-0.53,-0.16
2.17,-0.7,-0.67
1.24,-0.34,-0.46
1.4,-0.33,-0.02
