Position x [mm],Position y [mm],Position z [mm]
6.72,22.42,-30.23
7.75,22.84,-28.84
7.56,22.11,-28.12
7.71,22.21,-27.68
7.73,21.47,-28.57
6.61,21.27,-29.39
7.27,22.46,-29.94
8.02,21.8,-29.54
7.46,21.78,-27.44
6.6,22.74,-28.73
6.43,22.64,-29.47
6.42,21.99,-28.37
6.15,19.31,-29.73
5.99,19.85,-30.66
