Position x [mm],Position y [mm],Position z [mm]
7.58,-3.29,4.58
7.47,-3.35,3.94
7.13,-3.18,3.87
7.06,-3.18,3.74
7.18,-2.88,4.01
7.22,-3.03,4.57
7.65,-3.33,4.39
7.61,-2.91,4.22
6.87,-3.09,3.99
7.29,-3.53,4.27
7.44,-3.45,4.54
6.99,-3.37,4.38
6.8,-2.51,5.13
7.16,-2.77,5.34
