Position x [mm],Position y [mm],Position z [mm]
0.52,0.36,1.8
0.16,0.21,2.1
-0.14,0.17,2
-0.26,0.29,2.11
-0.2,0.04,1.77
0.08,0.3,1.33
0.45,0.19,1.73
0.14,-0.12,1.74
-0.42,0.23,1.84
0.16,0.6,1.83
0.4,0.51,1.63
-0.07,0.59,1.76
-0.25,0.17,0.51
0.19,0.17,0.48
