Position x [mm],Position y [mm],Position z [mm]
-5.09,0.96,-1.25
-4.75,0.94,-1.68
-4.51,0.81,-1.57
-4.37,0.84,-1.73
-4.5,0.65,-1.54
-4.73,0.76,-1.04
-5.06,0.92,-1.29
-4.86,0.64,-1.59
-4.27,0.86,-1.49
-4.69,1.11,-1.5
-4.93,1.08,-1.28
-4.51,1.03,-1.27
-4.54,0.46,-0.63
-4.87,0.64,-0.58
