Position x [mm],Position y [mm],Position z [mm]
0.52,0.34,1.71
0.19,0.21,2.09
-0.19,0.18,1.99
-0.25,0.27,2.11
-0.2,0.05,1.79
0.06,0.32,1.34
0.48,0.24,1.71
0.17,-0.12,1.76
-0.41,0.26,1.86
0.21,0.6,1.81
0.46,0.46,1.7
-0.06,0.6,1.74
-0.25,0.2,0.67
0.22,0.22,0.64
