Position x [mm],Position y [mm],Position z [mm]
0.52,0.34,1.81
0.18,0.25,2.1
-0.15,0.33,2
-0.26,0.33,2.11
-0.2,0.05,1.8
0.07,0.3,1.32
0.49,0.29,1.8
0.23,-0.09,1.85
-0.41,0.31,2.02
0.23,0.53,1.94
0.45,0.48,1.73
-0.05,0.58,1.78
-0.24,0.25,0.71
0.22,0.26,0.64
