Position x [mm],Position y [mm],Position z [mm]
0.51,0.34,1.82
0.17,0.25,2.1
-0.15,0.22,2
-0.27,0.34,2.11
-0.19,0.03,1.76
0.07,0.3,1.32
0.48,0.27,1.76
0.17,-0.12,1.78
-0.4,0.16,1.88
0.19,0.6,1.81
0.41,0.5,1.71
-0.09,0.6,1.71
-0.25,0.24,0.83
0.26,0.32,0.8
