Position x [mm],Position y [mm],Position z [mm]
-11.86,-1.09,-3.5
-11.71,-0.71,-2.5
-10.98,-0.39,-2.36
-10.84,-0.36,-2.1
-11.01,0.1,-2.71
-10.92,-0.3,-3.83
-11.86,-0.84,-3.46
-11.84,0,-3.09
-10.67,0.1,-2.25
-11.3,-1.27,-2.85
-11.61,-1.29,-3.29
-10.73,-0.98,-2.8
-10.02,0.1,-4.58
-10.57,-0.45,-4.93
