Position x [mm],Position y [mm],Position z [mm]
0.15,1.1,-1.84
0.34,1.6,-1.76
0.17,1.82,-1.42
0.12,2.02,-1.41
0.35,1.71,-1.19
0,1.08,-1.06
0.2,1.11,-1.76
0.61,1.39,-1.44
0.16,1.9,-1.05
-0.21,1.35,-1.64
-0.07,1.02,-1.67
-0.26,1.56,-1.3
-0.13,0.67,-0.25
-0.09,0.3,-0.56
