Position x [mm],Position y [mm],Position z [mm]
-5.36,-2.18,-4.34
-5.69,-1.87,-4.13
-5.58,-1.63,-4.01
-5.66,-1.58,-3.88
-5.47,-1.49,-4.18
-5.03,-1.78,-4.28
-5.41,-2.13,-4.36
-5.59,-1.78,-4.45
-5.43,-1.4,-3.89
-5.33,-2.02,-3.93
-5.23,-2.14,-4.15
-5.23,-1.8,-3.89
-4.7,-1.48,-4.31
-4.7,-1.87,-4.53
