Position x [mm],Position y [mm],Position z [mm]
0.15,1.12,-1.85
0.38,1.61,-1.73
0.17,1.84,-1.41
0.12,1.99,-1.44
0.33,1.67,-1.12
0,1.08,-1.08
0.28,1.14,-1.68
0.6,1.37,-1.33
0.14,1.92,-1.05
-0.14,1.37,-1.73
-0.06,1.08,-1.75
-0.27,1.52,-1.29
-0.11,0.63,-0.2
-0.1,0.31,-0.57
