Position x [mm],Position y [mm],Position z [mm]
-11.84,-1.09,-3.53
-11.75,-0.67,-2.51
-11.01,-0.21,-2.4
-10.81,-0.26,-2.06
-10.99,0.11,-2.71
-10.93,-0.29,-3.82
-11.84,-0.85,-3.49
-11.79,0.05,-3.1
-10.54,0.02,-2.28
-11.13,-1.27,-2.93
-11.53,-1.3,-3.34
-10.71,-1.04,-2.94
-10.04,0.1,-4.51
-10.6,-0.41,-4.93
