Position x [mm],Position y [mm],Position z [mm]
-5.34,-2.19,-4.32
-5.69,-1.88,-4.14
-5.59,-1.61,-4.05
-5.66,-1.58,-3.9
-5.47,-1.5,-4.19
-5.03,-1.76,-4.28
-5.43,-2.12,-4.37
-5.53,-1.75,-4.48
-5.41,-1.39,-3.9
-5.33,-2.02,-3.94
-5.31,-2.16,-4.16
-5.31,-1.77,-3.84
-4.62,-1.46,-4.38
-4.61,-1.81,-4.58
