Position x [mm],Position y [mm],Position z [mm]
0.1,-9.73,-4.99
-0.36,-10.51,-4.39
-0.95,-10.32,-4.32
-1.13,-10.42,-4.06
-1.17,-10.26,-4.69
-0.78,-9.44,-5.05
-0.09,-10.01,-4.97
-0.53,-10.53,-5.12
-1.4,-10.34,-4.23
-0.28,-9.9,-4.19
-0.05,-9.78,-4.44
-0.75,-9.77,-4.16
-0.85,-8.56,-6.14
-1.59,-8.61,-5.82
