Position x [mm],Position y [mm],Position z [mm]
7.36,1.19,-2.75
7.69,0.67,-2.37
7.52,0.24,-2.58
7.45,0.1,-2.59
7.4,0.27,-2.72
7.05,0.69,-2.72
7.47,1.08,-2.86
7.51,0.66,-3.05
7.15,0.16,-2.45
7.36,0.88,-2.31
7.41,1.11,-2.51
7.14,0.62,-2.27
6.35,0.43,-2.95
6.46,0.9,-3.08
