Position x [mm],Position y [mm],Position z [mm]
-8.38,-0.17,8.71
-9.28,-0.95,8.05
-8.96,-1.85,8.33
-8.83,-2.11,8.38
-8.76,-1.97,8.51
-7.94,-1.08,8.44
-8.68,-0.42,8.84
-8.8,-1.28,9.03
-8.42,-2.11,8.03
-8.63,-0.56,7.83
-8.36,-0.26,8.42
-8.23,-1.08,7.72
-6.86,-1.76,8.76
-6.82,-0.87,9.17
