Position x [mm],Position y [mm],Position z [mm]
16.35,3.78,1.46
15.16,3.89,3.87
14.64,2.09,3.99
14.34,1.79,4.05
14.78,1.82,3.58
14.79,2.4,1.56
16.57,3.41,1.92
16.28,2.22,2.95
13.58,1.71,3.44
14.5,4.09,2.31
15.62,4.04,1.62
13.85,3.48,2.74
14.18,0.09,-0.04
15.2,0.84,-0.76
