Position x [mm],Position y [mm],Position z [mm]
0.53,-0.32,-1.14
0.7,-0.83,-1.19
0.72,-1.01,-0.89
0.8,-1.12,-0.92
0.53,-0.96,-0.77
0.53,-0.44,-0.64
0.51,-0.4,-1.14
0.29,-0.77,-1.06
0.73,-1.13,-0.72
0.88,-0.53,-0.99
0.67,-0.3,-1.03
0.89,-0.64,-0.72
0.26,-0.27,-0.01
0.17,0.04,-0.24
