Position x [mm],Position y [mm],Position z [mm]
-10.15,1.88,-6.88
-10.42,2.36,-6.75
-10.12,2.78,-6.7
-10.17,2.78,-6.54
-10.04,2.7,-6.97
-9.69,2.31,-7.02
-10.19,1.96,-6.96
-10.19,2.37,-7.19
-9.92,3,-6.62
-9.93,2.17,-6.54
-9.96,1.96,-6.7
-9.84,2.46,-6.48
-9.19,2.48,-7.3
-9.27,2.04,-7.4
