Position x [mm],Position y [mm],Position z [mm]
32.38,-0.17,20.37
32.56,-0.18,19.41
32.11,0,19.09
32.09,-0.04,18.84
32.08,0.5,19.44
31.65,0.17,20.09
32.44,0.07,20.21
32.41,0.46,19.84
31.65,0.32,18.97
31.92,-0.47,19.86
32.23,-0.42,20.16
31.58,-0.28,19.61
30.89,0.57,20.23
31.33,0.3,20.9
