Position x [mm],Position y [mm],Position z [mm]
-6.37,-1.26,-11.06
-6.79,-0.86,-10.69
-6.59,-0.31,-10.99
-6.56,-0.24,-10.95
-6.52,-0.31,-11.01
-6.06,-0.74,-10.96
-6.5,-1.15,-11.19
-6.46,-0.69,-11.33
-6.36,-0.18,-10.81
-6.39,-1,-10.61
-6.11,-1.14,-10.86
-6.05,-0.76,-10.59
-5.36,-0.4,-11
-5.33,-0.86,-11.18
