Position x [mm],Position y [mm],Position z [mm]
-7.92,2.62,-0.52
-7.83,2.57,-1.18
-7.54,2.44,-1.23
-7.46,2.46,-1.39
-7.53,2.16,-1.07
-7.52,2.34,-0.51
-7.98,2.61,-0.7
-7.89,2.17,-0.95
-7.2,2.42,-1.17
-7.62,2.81,-0.92
-7.73,2.78,-0.64
-7.34,2.67,-0.82
-7.04,1.84,-0.02
-7.37,1.99,0.24
