Position x [mm],Position y [mm],Position z [mm]
-0.04,13.65,13.57
-0.9,14.02,13.58
-1.33,13.39,13.51
-1.45,13.29,13.45
-1.23,13.21,13.52
-0.45,13.14,13.11
-0.21,13.56,13.77
-0.75,13.29,13.91
-1.36,13.18,13
-0.45,13.81,13.02
-0.1,13.63,13.2
-0.61,13.36,12.76
-0.5,12.27,12.64
0.19,12.4,12.91
