Position x [mm],Position y [mm],Position z [mm]
-13.67,-8.99,28.46
-13.97,-9.49,26.67
-13.16,-9.55,26.27
-13.17,-9.35,25.74
-12.53,-9.81,26.68
-12.33,-9,27.84
-13.78,-9.28,28.11
-13.19,-10.21,27.53
-12.11,-8.88,26.29
-13.44,-8.25,27.26
-13.53,-8.43,28.04
-12.76,-8.27,27.02
-10.53,-9.11,28.24
-11.32,-9.06,29.37
