Position x [mm],Position y [mm],Position z [mm]
-12.99,-0.8,-3.41
-13.4,-0.98,-4.8
-13.79,-1.56,-4.82
-13.98,-1.81,-5.26
-14.2,-1.73,-4.35
-13.38,-1.96,-3.41
-13.14,-0.79,-3.6
-14.19,-0.97,-4.01
-13.87,-2.38,-4.94
-12.83,-1.35,-4.51
-12.71,-1.13,-3.85
-13.14,-2.24,-4.41
-13.73,-3.24,-2.41
-13.24,-2.57,-1.91
