Position x [mm],Position y [mm],Position z [mm]
5.43,-1.75,2.37
5.93,-1.75,1.98
5.97,-1.35,1.91
6.03,-1.34,1.81
5.88,-1.22,2.11
5.41,-1.3,2.31
5.57,-1.83,2.31
5.91,-1.53,2.39
5.75,-1.19,1.71
5.65,-1.74,1.87
5.5,-1.83,2.13
5.47,-1.4,1.86
5.18,-0.77,2.54
5.08,-1.12,2.76
