Position x [mm],Position y [mm],Position z [mm]
-6.92,-6.66,-2.81
-7.13,-6.76,-1.94
-7.84,-6.31,-1.92
-7.87,-6.21,-1.85
-7.85,-6.27,-2
-7.32,-5.96,-2.53
-7.11,-6.75,-2.78
-7.63,-6.69,-2.45
-7.3,-6,-1.58
-6.79,-6.36,-2.16
-6.84,-6.36,-2.66
-7.05,-5.76,-2.21
-7.81,-4.97,-2.96
-7.57,-5.31,-3.56
