Position x [mm],Position y [mm],Position z [mm]
7.02,3.27,-6.81
7.36,3.42,-6.17
8,3.25,-6.22
7.87,2.87,-6.09
8.02,3.18,-6.44
7.59,2.88,-6.84
7.21,3.41,-6.86
7.72,3.5,-6.83
8.07,2.8,-6.26
7.13,2.99,-6.31
7.04,2.99,-6.73
7.45,2.61,-6.52
8.17,2.21,-7.38
7.68,2.43,-7.75
