Position x [mm],Position y [mm],Position z [mm]
2,14.47,-4.55
0.92,14.6,-5.28
0.77,14.02,-5.48
0.76,13.88,-5.88
0.71,13.69,-5.01
1.67,13.53,-4.64
1.59,14.67,-4.7
0.8,14.4,-4.62
1.11,13.28,-5.77
1.84,14.21,-5.58
2.1,14.37,-5.13
1.87,13.52,-5.39
1.84,12.3,-4.02
2.33,13.01,-3.56
